name,publisher,releaseDate,url,summary
Hundreds of Ukrainian families are being left homeless in the UK,The New Statesman,2022-06-28T10:32:59,https://www.newstatesman.com/chart-of-the-day/2022/06/ukrainian-families-left-homeless-uk,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/onqqME/hundreds-of-ukrainian-families-are-being-left-homeless-in-the-uk""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""June 28, 2022, 10:32 a.m."" datetime=""2022-06-28T10:32:59"">3 years ago</time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> Hundreds of Ukrainian families have become homeless after arriving in the UK as refugees, figures released by the Department for Levelling Up, Housing and Communities show. At least 480 Ukrainian families with children and 180 single individuals applied for help from local councils in England between the Russian invasion of Ukraine in February and the beginning of June. As of 21 June, the UK had issued 135,900 visas to Ukrainians fleeing the war."
"Cost of living: If no one comes, we close early, says pub",BBC,2022-12-20T19:31:36,https://www.bbc.co.uk/news/business-64025508,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/ygtTWp/cost-of-living-if-no-one-comes-we-close-early-says-pub""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Dec. 20, 2022, 7:31 p.m."" datetime=""2022-12-20T19:31:36""> Dec 20, 2022 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/noor-nanji"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""2413602"">Noor Nanji</a>&nbsp;<small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small></span><span>, <a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/bbc"" target=""_blank"" rel=""noreferrer"" class="""">BBC</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> By Noor Nanji &amp; Nicu Calcea Business reporters, BBC NewsAt the Barn Pub near Rugby, the drinks are ready to be served, but unless lots of customers arrive, staff leave early. ""If no regulars come in, we close early,"" the chef says. ""It costs to keep this building heated.""The Barn Pub is not alone. A survey from the British Beer and Pub Association, seen by the BBC, suggested most pubs are thinking of cutting down trading hours over the winter."
"Cost of living: If no one comes, we close early, says pub",BEAMSTART,2022-12-20T11:02:54,https://beamstart.com/news/cost-of-living-if-no-16715830742674,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/ygtQPF/cost-of-living-if-no-one-comes-we-close-early-says-pub""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Dec. 20, 2022, 11:02 a.m."" datetime=""2022-12-20T11:02:54""> Dec 20, 2022 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/noor-nanji"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""2413602"">Noor Nanji</a>&nbsp;<small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small></span><span>, <a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/beamstart"" target=""_blank"" rel=""noreferrer"" class="""">BEAMSTART</a> </span> </div> Article Details Author / Journalist: By Noor Nanji &amp; Nicu Calcea Category: Business Markets: Topics: Source Website Secure: Yes (HTTPS) News Sentiment: Neutral Fact Checked: Legitimate Article Type: News Report Published On: 2022-12-21 @ 00:02:54 (8 hours ago) News Timezone: GMT +0:00 Ranking: #1858 (out of 1915 stories this day) News Source URL: bbc.co.uk Language: English Article Length: 957 words Reading Time: 6 minutes read Sentences: 44 lines Sentence Length: 22 words per sentence..."
Global new-biz client spotlight: Vodafone win puts telecoms sector at the top in September,Campaign (UK),2022-11-17T09:11:39,https://www.campaignlive.co.uk/article/global-new-biz-client-spotlight-vodafone-win-puts-telecoms-sector-top-september/1805511,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/ypWrz9/global-new-biz-client-spotlight-vodafone-win-puts-telecoms-sector-at-the-top-in-september""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Nov. 17, 2022, 9:11 a.m."" datetime=""2022-11-17T09:11:39""> Nov 17, 2022 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/campaign"" target=""_blank"" rel=""noreferrer"" class="""">Campaign (UK)</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> Trending: Christmas ads Power 100 School Reports 2022 The Knowledge Podcasts While WPP wins nearly two-thirds of all FMCG accounts Sign in to continue Sign In Email address Password Stay signed in Register Limited free articles a month Free email bulletins Register Now Get 30 days free access to Campaign and recieve: Full access to campaignlive.co.uk Quarterly printed magazine Bulletins, podcasts and member-only content, such as School Reports 2022 Event discounts to Campaign conferences..."
Global new-biz regional analysis: UK takes Europe lead as OMD snaps up British Gas and Virgin Media O2,Campaign (UK),2022-11-03T07:41:02,https://www.campaignlive.co.uk/article/global-new-biz-regional-analysis-uk-takes-europe-lead-omd-snaps-british-gas-virgin-media-o2/1804025,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/oNZ9vd/global-new-biz-regional-analysis-uk-takes-europe-lead-as-omd-snaps-up-british-gas-and-virgin-media-o2""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Nov. 3, 2022, 7:41 a.m."" datetime=""2022-11-03T07:41:02""> Nov 03, 2022 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/campaign"" target=""_blank"" rel=""noreferrer"" class="""">Campaign (UK)</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> Trending: Power 100 Campaign for creativity School Reports 2022 The Knowledge Podcasts WPP’s Mediacom and MSix &amp; Partners also win big in the UK Sign in to continue Sign In Email address Password Stay signed in Register Limited free articles a month Free email bulletins Register Now Get 30 days free access to Campaign and recieve: Full access to campaignlive.co.uk Quarterly printed magazine Bulletins, podcasts and member-only content, such as School Reports 2022 Event discounts to Campaign..."
How much territory does Ukraine control? Use this interactive map to find out,The New Statesman,2022-10-07T03:14:00,https://www.newstatesman.com/world/europe/ukraine/2022/10/ukraine-war-map-gains-russia-retreats-interactive,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/oDxNN3/how-much-territory-does-ukraine-control-use-this-interactive-map-to-find-out""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Oct. 7, 2022, 3:14 a.m."" datetime=""2022-10-07T03:14:00""> Oct 07, 2022 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span><span>, <a href=""/mengying-du"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""16497181"">Mengying Du</a></span><span>, <a href=""/giacomo-boscaini-gilroy"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""16171866"">Giacomo Boscaini-Gilroy</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> By Nicu Calcea, Mengying Du and Giacomo Boscaini-Gilroy Editor’s note: The article was originally published in June. It has been updated in light of recent events. Beginning in late August, Ukraine’s armed forces launched a counteroffensive to retake occupied areas in the Kharkiv, Donetsk and Luhansk regions of the country. Throughout September the counteroffensive successfully retook a large area of the east, and in October Ukraine announced gains in its counteroffensive in the south."
How big is occupied Ukraine? Use this interactive map to find out,The New Statesman,2022-10-06T13:03:51,https://www.newstatesman.com/world/europe/ukraine/2022/10/ukraine-war-occupied-territory-interactive-map-russia,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/oD9A4Z/how-big-is-occupied-ukraine-use-this-interactive-map-to-find-out""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Oct. 6, 2022, 1:03 p.m."" datetime=""2022-10-06T13:03:51""> Oct 06, 2022 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span><span>, <a href=""/mengying-du"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""16497181"">Mengying Du</a></span><span>, <a href=""/giacomo-boscaini-gilroy"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""16171866"">Giacomo Boscaini-Gilroy</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> By Nicu Calcea, Mengying Du and Giacomo Boscaini-Gilroy Editor’s note: The article was originally published in June. It has been updated in light of recent events. Beginning in late August, Ukraine’s armed forces launched a counteroffensive to retake occupied areas in the Kharkiv, Donetsk and Luhansk regions of the country. Throughout September the counteroffensive successfully retook a large area of the east, and in October Ukraine announced gains in its counteroffensive in the south."
How big is occupied Ukraine? Use this interactive map to find out,The New Statesman,2022-09-12T14:28:52,https://www.newstatesman.com/world/europe/ukraine/2022/09/ukraine-war-occupied-territory-interactive-map,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/oSe8JK/how-big-is-occupied-ukraine-use-this-interactive-map-to-find-out""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Sept. 12, 2022, 2:28 p.m."" datetime=""2022-09-12T14:28:52""> Sep 12, 2022 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span><span>, <a href=""/mengying-du"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""16497181"">Mengying Du</a></span><span>, <a href=""/giacomo-boscaini-gilroy"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""16171866"">Giacomo Boscaini-Gilroy</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> It has now been six months since Russia’s escalation of the war in Ukraine. Some political leaders, concerned with instability in Europe, food shortages, rising energy prices and the deepening cost-of-living crisis, have called on Ukraine and Russia to agree to a return to the status quo before the invasion, or even a “pause” in the war, essentially leaving Ukraine without full control of its territory."
Mexico bucks Tequila/mezcal prices trend - exclusive data,Just-Drinks,2022-08-31T11:53:55,https://www.just-drinks.com/analysis/mexico-bucks-tequila-mezcal-prices-trend-exclusive-data/,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/oGYmi1/mexico-bucks-tequilamezcal-prices-trend-exclusive-data""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Aug. 31, 2022, 11:53 a.m."" datetime=""2022-08-31T11:53:55""> Aug 31, 2022 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/just-drinks"" target=""_blank"" rel=""noreferrer"" class="""">Just-Drinks</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> The price of a bottle of Tequila/mezcal has broadly risen more slowly than the inflation, except in two markets – one of which is Mexico, exclusive data for Just Drinks suggests. An analysis of more than 1,100 products sold across more than 30 countries shows Mexico and South Africa are the two countries where the price of a bottle of Tequila/mezcal went up faster than inflation between January 2019 and June/July 2022."
How big is occupied Ukraine? Use this interactive map to find out,The New Statesman,2022-08-31T06:07:00,https://www.newstatesman.com/world/europe/ukraine/2022/08/ukraine-war-occupied-territory-interactive-map,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/oGLeSm/how-big-is-occupied-ukraine-use-this-interactive-map-to-find-out""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Aug. 31, 2022, 6:07 a.m."" datetime=""2022-08-31T06:07:00""> Aug 31, 2022 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span><span>, <a href=""/mengying-du"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""16497181"">Mengying Du</a></span><span>, <a href=""/giacomo-boscaini-gilroy"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""16171866"">Giacomo Boscaini-Gilroy</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> It has now been six months since Russia’s escalation of the war in Ukraine. Some political leaders, concerned with instability in Europe, food shortages, rising energy prices and the deepening cost-of-living crisis, have called on Ukraine and Russia to agree to a return to the status quo before the invasion, or even a “pause” in the war, essentially leaving Ukraine without full control of its territory. Russia currently occupies 127,484 sq km of Ukrainian territory."
Can your favourite pub afford to keep the lights on this winter?,The New Statesman,2022-08-30T13:23:10,https://www.newstatesman.com/chart-of-the-day/2022/08/pubs-closing-electricity-energy-bills-winter,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/oGyhoY/can-your-favourite-pub-afford-to-keep-the-lights-on-this-winter""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Aug. 30, 2022, 1:23 p.m."" datetime=""2022-08-30T13:23:10""> Aug 30, 2022 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> Businesses’ spending on electricity is set to more than double as a share of all expenditure compared with 2018, New Statesman analysis found. Pubs, restaurants and catering services, for example, were spending an average of 8.8 per cent of their budget on electricity in 2018. Without government support, that figure is expected to rise to 20.6 per cent in October 2022 when the energy price cap is increased. Hospitality businesses will be particularly badly affected."
Two thirds of UK families to enter fuel poverty by January,The New Statesman,2022-08-18T08:40:04,https://www.newstatesman.com/chart-of-the-day/2022/08/uk-families-people-fuel-poverty-january,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/oPL7EX/two-thirds-of-uk-families-to-enter-fuel-poverty-by-january""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Aug. 18, 2022, 8:40 a.m."" datetime=""2022-08-18T08:40:04""> Aug 18, 2022 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> Nearly 46 million people in the UK could be in fuel poverty by next January, an analysis by researchers at the University of York has found. Under current energy price cap forecasts, with annual bills set to rise from an average of £1,971 to £4,200, some 66 per cent of families will fall under the definition of fuel poverty – spending more than 10 per cent of their net income on energy. By comparison, only 19 per cent of British households were considered fuel-poor in 2019-20."
How UK cash withdrawals have reached a record high,The New Statesman,2022-08-09T12:47:40,https://www.newstatesman.com/chart-of-the-day/2022/08/uk-cash-withdrawals-usage-record-high,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/oE7D7p/how-uk-cash-withdrawals-have-reached-a-record-high""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""Aug. 9, 2022, 12:47 p.m."" datetime=""2022-08-09T12:47:40""> Aug 09, 2022 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> The Post Office handled £829m in personal and business cash withdrawals in July. This represents an increase of nearly 8 per cent compared to the month before, and an increase of 20 per cent compared to the same month in 2021. Over the past year, cash withdrawals increased by 39 per cent in Northern Ireland, 20 per cent in England, 17 per cent in Wales and 13 per cent in Scotland."
How the rise of buy-to-let landlords fuelled the housing crisis,The New Statesman,2022-07-29T11:11:24,https://www.newstatesman.com/chart-of-the-day/2022/07/buy-to-let-landlords-housing-crisis,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/o5tTzw/how-the-rise-of-buy-to-let-landlords-fuelled-the-housing-crisis""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""July 29, 2022, 11:11 a.m."" datetime=""2022-07-29T11:11:24""> Jul 29, 2022 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> In the 20 years from 2000, the proportion of people owning two or more homes more than doubled, according to analysis by the Joseph Rowntree Foundation. At the same time, the proportion of people aged 16-34 who own their own homes fell from 36 per cent to 21 per cent."
How big is occupied Ukraine? Use this interactive map to find out,The New Statesman,2022-07-28T07:14:20,https://www.newstatesman.com/world/europe/ukraine/2022/07/ukraine-war-map-occupied-territory-interactive,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/o52rIc/how-big-is-occupied-ukraine-use-this-interactive-map-to-find-out""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""July 28, 2022, 7:14 a.m."" datetime=""2022-07-28T07:14:20""> Jul 28, 2022 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span><span>, <a href=""/mengying-du"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""16497181"">Mengying Du</a></span><span>, <a href=""/giacomo-boscaini-gilroy"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""16171866"">Giacomo Boscaini-Gilroy</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> By Nicu Calcea, Mengying Du and Giacomo Boscaini-Gilroy It has now been four months since Russia’s escalation of the war in Ukraine. Some political leaders, concerned with instability in Europe, food shortages, rising energy prices and the deepening cost-of-living crisis, have called on Ukraine and Russia to agree to a return to the status quo before the invasion, or even a “pause” in the war, essentially leaving Ukraine without full control of its territory."
Which countries bordering Russia could Putin invade next?,The New Statesman,2022-07-18T07:10:00,https://www.newstatesman.com/world/europe/ukraine/2022/07/which-countries-bordering-russia-invade-next-putin,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/o5pJpY/which-countries-bordering-russia-could-putin-invade-next""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""July 18, 2022, 7:10 a.m."" datetime=""2022-07-18T07:10:00""> Jul 18, 2022 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/michael-goodier"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""5560214"">Michael Goodier</a>&nbsp;<small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small></span><span>, <a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> The Kremlin has used the pretext of defending ethnic Russians to attack Ukraine, and to threaten other former Soviet states. Recently it has threatened Moldova, with a Russian commander saying in April that gaining control over southern Ukraine would help Russia link up with the breakaway Moldovan region of Transnistria. Dmitry Peskov, the Kremlin press secretary, claimed in June that Moldova associates its pursuit of EU candidate status, which it was granted on 23 June, with opposition to Russia."
Interactive map: Where might Putin attempt to invade next?,The New Statesman,2022-07-14T12:04:24,https://www.newstatesman.com/world/europe/ukraine/2022/07/where-putin-invade-target-russia-interactive-map,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/oMtLAl/interactive-map-where-might-putin-attempt-to-invade-next""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""July 14, 2022, 12:04 p.m."" datetime=""2022-07-14T12:04:24""> Jul 14, 2022 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/michael-goodier"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""5560214"">Michael Goodier</a>&nbsp;<small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small></span><span>, <a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> The Kremlin has used the pretext of defending ethnic Russians to attack Ukraine, and to threaten other former Soviet states. Recently it has threatened Moldova, with a Russian commander saying in April that gaining control over southern Ukraine would help Russia link up with the breakaway Moldovan region of Transnistria. Dmitry Peskov, the Kremlin press secretary, claimed in June that Moldova associates its pursuit of EU candidate status, which it was granted on 23 June, with opposition to Russia."
How big is occupied Ukraine? Use our interactive map to find out,The New Statesman,2022-07-12T09:44:08,https://www.newstatesman.com/world/europe/ukraine/2022/07/how-occupied-ukraine-territory-interactive-map-war-russia,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/oMJt2A/how-big-is-occupied-ukraine-use-our-interactive-map-to-find-out""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""July 12, 2022, 9:44 a.m."" datetime=""2022-07-12T09:44:08""> Jul 12, 2022 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span><span>, <a href=""/mengying-du"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""16497181"">Mengying Du</a></span><span>, <a href=""/giacomo-boscaini-gilroy"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""16171866"">Giacomo Boscaini-Gilroy</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/newstatesman"" target=""_blank"" rel=""noreferrer"" class="""">The New Statesman</a> <small class=""text-success text-nowrap ""><i class=""fa fa-circle-check "" aria-hidden=""true""></i><span class=""visually-hidden"">Verified</span></small> </span> </div> It has now been four months since Russia’s escalation of the war in Ukraine. Some political leaders, concerned with instability in Europe, food shortages, rising energy prices and the deepening cost-of-living crisis, have called on Ukraine and Russia to agree to a return to the status quo before the invasion, or even a “pause” in the war, essentially leaving Ukraine without full control of its territory. Russia currently occupies 126,610 sq km of Ukrainian territory."
Local traffic: How Google Maps harms your neighbourhood,City Monitor,2022-07-12T01:00:00,https://citymonitor.ai/community/neighbourhoods/google-maps-local-traffic,"<div class=""news-story-byline""> <span> <a rel=""nofollow"" href=""/link/oMJ8jC/local-traffic-how-google-maps-harms-your-neighbourhood""> <time class=""text-muted timeago"" data-bs-toggle=""tooltip"" data-bs-placement=""bottom"" data-bs-title=""July 12, 2022, 1 a.m."" datetime=""2022-07-12T01:00:00""> Jul 12, 2022 </time> </a> </span> <span>|</span> <span> <div class=""mr-byline ""> By <span><a href=""/nicu"" target=""_blank"" rel=""noopener"" class=""js-person-name"" data-id=""6797798"">Nicu Calcea</a></span> </div> </span> <span>|</span> <span> <a href=""/media-outlet/citymonitor"" target=""_blank"" rel=""noreferrer"" class="""">City Monitor</a> </span> </div> In 2005, Rebecca was looking for a place to live. She chose a nice street in Bromley, London, just next to the quiet Crystal Palace Park and relatively low on traffic. “It was the wide, avenue-like appearance of the road, with its villas and Victorian houses, that I loved about the road,” she tells City Monitor. These days, however, the road looks less appealing. “I cycled here until around 2013 after which I stopped as the traffic levels exploded,” she says."
