Postcode 1,Postcode 2,Postcode 3,Date Introduced,User Type,Easting,Northing,Positional Quality,County Code,County Name,Local Authority Code,Local Authority Name,Ward Code,Ward Name,Country Code,Country Name,Region Code,Region Name,Parliamentary Constituency Code,Parliamentary Constituency Name,European Electoral Region Code,European Electoral Region Name,Primary Care Trust Code,Primary Care Trust Name,Lower Super Output Area Code,Lower Super Output Area Name,Middle Super Output Area Code,Middle Super Output Area Name,Output Area Classification Code,Output Area Classification Name,Longitude,Spatial Accuracy,Latitude,Last Uploaded,Location,Socrata ID
NW1 1YY,NW1  1YY,NW1 1YY,Jun-02,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,Postcode Level,51.530784,01/04/2018 09:47,"(51.530784, -0.13543)",1117258
NW1 1ZB,NW1  1ZB,NW1 1ZB,Oct-02,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,Postcode Level,51.530784,01/04/2018 09:47,"(51.530784, -0.13543)",1117259
NW1 1ZD,NW1  1ZD,NW1 1ZD,Oct-02,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,Postcode Level,51.530784,01/04/2018 09:47,"(51.530784, -0.13543)",1117260
NW1 1ZQ,NW1  1ZQ,NW1 1ZQ,Jun-00,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,Postcode Level,51.530784,01/04/2018 09:47,"(51.530784, -0.13543)",1117261
NW1 1ZR,NW1  1ZR,NW1 1ZR,Jun-01,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,Postcode Level,51.530784,01/04/2018 09:47,"(51.530784, -0.13543)",1117262
NW1 1ZT,NW1  1ZT,NW1 1ZT,Dec-01,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,Postcode Level,51.530784,01/04/2018 09:47,"(51.530784, -0.13543)",1117263
NW1 1ZU,NW1  1ZU,NW1 1ZU,Jun-02,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,Postcode Level,51.530784,01/04/2018 09:47,"(51.530784, -0.13543)",1117264
NW1 2AA,NW1  2AA,NW1 2AA,Jun-98,0,529930,182664,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000141,King's Cross,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000942,,E02000190,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.128381,Postcode Level,51.527947,01/04/2018 09:47,"(51.527947, -0.128381)",1117265
NW1 2AE,NW1  2AE,NW1 2AE,Dec-01,0,529703,182532,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000852,,E02000191,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.131674,Postcode Level,51.526815,01/04/2018 09:47,"(51.526815, -0.131674)",1117266
NW1 2AF,NW1  2AF,NW1 2AF,Oct-07,1,529310,182402,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000946,,E02000186,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137409,Postcode Level,51.525735,01/04/2018 09:47,"(51.525735, -0.137409)",1117267
NW1 2AJ,NW1  2AJ,NW1 2AJ,Jun-00,0,529945,182742,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000956,,E02000187,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.128136,Postcode Level,51.528645,01/04/2018 09:47,"(51.528645, -0.128136)",1117268
NW1 2AL,NW1  2AL,NW1 2AL,Jan-80,0,529891,182703,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000956,,E02000187,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.128928,Postcode Level,51.528307,01/04/2018 09:47,"(51.528307, -0.128928)",1117269
NW1 2AR,NW1  2AR,NW1 2AR,Feb-10,0,530130,182916,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000956,,E02000187,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.125406,Postcode Level,51.530166,01/04/2018 09:47,"(51.530166, -0.125406)",1117270
NW1 2AS,NW1  2AS,NW1 2AS,May-11,0,529869,182703,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000956,,E02000187,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.129245,Postcode Level,51.528312,01/04/2018 09:47,"(51.528312, -0.129245)",1117271
NW1 2AT,NW1  2AT,NW1 2AT,Jun-11,0,529808,182711,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000956,,E02000187,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.130121,Postcode Level,51.528398,01/04/2018 09:47,"(51.528398, -0.130121)",1117272
NW1 2AW,NW1  2AW,NW1 2AW,May-11,0,529830,182725,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000956,,E02000187,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.129799,Postcode Level,51.528518,01/04/2018 09:47,"(51.528518, -0.129799)",1117273
NW1 2AX,NW1  2AX,NW1 2AX,May-04,0,529641,182473,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000852,,E02000191,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.132615,Postcode Level,51.526297,01/04/2018 09:47,"(51.526297, -0.132615)",1117274
NW1 2AY,NW1  2AY,NW1 2AY,Oct-10,1,529843,182694,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000956,,E02000187,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.129623,Postcode Level,51.528237,01/04/2018 09:47,"(51.528237, -0.129623)",1117275
NW1 2BA,NW1  2BA,NW1 2BA,Jan-80,0,529807,182564,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000141,King's Cross,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000942,,E02000190,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.13019,Postcode Level,51.527077,01/04/2018 09:47,"(51.527077, -0.13019)",1117276
NW1 2BE,NW1  2BE,NW1 2BE,Jan-92,1,529550,182426,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000852,,E02000191,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.133943,Postcode Level,51.525896,01/04/2018 09:47,"(51.525896, -0.133943)",1117277
NW1 2BF,NW1  2BF,NW1 2BF,Oct-05,0,529481,182385,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000852,,E02000191,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.134952,Postcode Level,51.525543,01/04/2018 09:47,"(51.525543, -0.134952)",1117278
NW1 2BH,NW1  2BH,NW1 2BH,Jun-00,0,529760,182564,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000852,,E02000191,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.130867,Postcode Level,51.527088,01/04/2018 09:47,"(51.527088, -0.130867)",1117279
NW1 2BJ,NW1  2BJ,NW1 2BJ,Jan-80,1,529641,182473,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000852,,E02000191,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.132615,Postcode Level,51.526297,01/04/2018 09:47,"(51.526297, -0.132615)",1117280
NW1 2BT,NW1  2BT,NW1 2BT,Jan-95,1,529548,182546,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.133928,Postcode Level,51.526975,01/04/2018 09:47,"(51.526975, -0.133928)",1117281
NW1 2BU,NW1  2BU,NW1 2BU,Nov-04,1,529347,182309,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000129,Bloomsbury,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000854,,E02000191,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.136911,Postcode Level,51.524891,01/04/2018 09:47,"(51.524891, -0.136911)",1117282
NW1 2BW,NW1  2BW,NW1 2BW,Jan-95,1,529548,182546,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.133928,Postcode Level,51.526975,01/04/2018 09:47,"(51.526975, -0.133928)",1117283
NW1 2DA,NW1  2DA,NW1 2DA,Aug-93,0,529429,182429,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13566,Postcode Level,51.525952,01/04/2018 09:47,"(51.525952, -0.13566)",1117284
NW1 2DB,NW1  2DB,NW1 2DB,Sep-91,1,530019,182893,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000956,,E02000187,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.127014,Postcode Level,51.529985,01/04/2018 09:47,"(51.529985, -0.127014)",1117285
NW1 2DH,NW1  2DH,NW1 2DH,Jan-80,0,529772,182635,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000956,,E02000187,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.130668,Postcode Level,51.527723,01/04/2018 09:47,"(51.527723, -0.130668)",1117286
NW1 2DN,NW1  2DN,NW1 2DN,Jan-91,0,529666,182668,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.132183,Postcode Level,51.528044,01/04/2018 09:47,"(51.528044, -0.132183)",1117287
NW1 2DS,NW1  2DS,NW1 2DS,Jun-00,1,529587,182735,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.133296,Postcode Level,51.528664,01/04/2018 09:47,"(51.528664, -0.133296)",1117288
NW1 2DT,NW1  2DT,NW1 2DT,Jan-91,0,529790,182652,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000956,,E02000187,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.130377,Postcode Level,51.527874,01/04/2018 09:47,"(51.527874, -0.130377)",1117289
NW1 2DU,NW1  2DU,NW1 2DU,Oct-85,0,529587,182735,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.133296,Postcode Level,51.528664,01/04/2018 09:47,"(51.528664, -0.133296)",1117290
NW1 2DX,NW1  2DX,NW1 2DX,Dec-96,1,529790,182652,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000956,,E02000187,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.130402,Postcode Level,51.527872,01/04/2018 09:47,"(51.527872, -0.130402)",1117291
NW1 2DY,NW1  2DY,NW1 2DY,Jan-80,0,529587,182735,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.133296,Postcode Level,51.528664,01/04/2018 09:47,"(51.528664, -0.133296)",1117292
NW1 2EA,NW1  2EA,NW1 2EA,Jan-80,0,529472,182595,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135005,Postcode Level,51.527432,01/04/2018 09:47,"(51.527432, -0.135005)",1117293
NW1 2EB,NW1  2EB,NW1 2EB,Jan-80,0,529480,182557,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.134903,Postcode Level,51.527089,01/04/2018 09:47,"(51.527089, -0.134903)",1117294
NW1 2ED,NW1  2ED,NW1 2ED,Jan-80,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,Postcode Level,51.530784,01/04/2018 09:47,"(51.530784, -0.13543)",1117295
NW1 2EF,NW1  2EF,NW1 2EF,Dec-96,0,529669,182566,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.132152,Postcode Level,51.527128,01/04/2018 09:47,"(51.527128, -0.132152)",1117296
NW1 2EJ,NW1  2EJ,NW1 2EJ,Jan-80,1,529480,182557,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.134903,Postcode Level,51.527089,01/04/2018 09:47,"(51.527089, -0.134903)",1117297
NW1 2EP,NW1  2EP,NW1 2EP,Jan-91,0,529548,182546,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.133928,Postcode Level,51.526975,01/04/2018 09:47,"(51.526975, -0.133928)",1117298
NW1 2ES,NW1  2ES,NW1 2ES,Jan-80,0,529456,182570,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135244,Postcode Level,51.527211,01/04/2018 09:47,"(51.527211, -0.135244)",1117299
NW1 2ET,NW1  2ET,NW1 2ET,Jan-80,0,529437,182530,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135533,Postcode Level,51.526856,01/04/2018 09:47,"(51.526856, -0.135533)",1117300
NW1 2EU,NW1  2EU,NW1 2EU,Jul-83,0,529237,182560,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.138403,Postcode Level,51.527172,01/04/2018 09:47,"(51.527172, -0.138403)",1117301
NW1 2EW,NW1  2EW,NW1 2EW,Jan-80,0,529379,182489,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.136383,Postcode Level,51.526501,01/04/2018 09:47,"(51.526501, -0.136383)",1117302
NW1 2EX,NW1  2EX,NW1 2EX,Jan-80,0,529370,182485,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.136515,Postcode Level,51.526467,01/04/2018 09:47,"(51.526467, -0.136515)",1117303
NW1 2EZ,NW1  2EZ,NW1 2EZ,Jan-91,0,529404,182507,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.136017,Postcode Level,51.526657,01/04/2018 09:47,"(51.526657, -0.136017)",1117304
NW1 2FA,NW1  2FA,NW1 2FA,Nov-14,0,529478,182467,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.134965,Postcode Level,51.526281,01/04/2018 09:47,"(51.526281, -0.134965)",1117305
NW1 2FB,NW1  2FB,NW1 2FB,Oct-12,1,529532,182497,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.134176,Postcode Level,51.526538,01/04/2018 09:47,"(51.526538, -0.134176)",1117306
NW1 2FD,NW1  2FD,NW1 2FD,Nov-12,0,529573,182594,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13355,Postcode Level,51.5274,01/04/2018 09:47,"(51.5274, -0.13355)",1117307
NW1 2FE,NW1  2FE,NW1 2FE,Nov-14,0,529478,182467,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.134965,Postcode Level,51.526281,01/04/2018 09:47,"(51.526281, -0.134965)",1117308
NW1 2FL,NW1  2FL,NW1 2FL,Dec-96,1,529666,182668,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.132183,Postcode Level,51.528044,01/04/2018 09:47,"(51.528044, -0.132183)",1117309
NW1 2HA,NW1  2HA,NW1 2HA,Jan-80,0,529380,182520,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.136358,Postcode Level,51.526779,01/04/2018 09:47,"(51.526779, -0.136358)",1117310
NW1 2HB,NW1  2HB,NW1 2HB,Jan-80,0,529383,182593,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.136288,Postcode Level,51.527435,01/04/2018 09:47,"(51.527435, -0.136288)",1117311
NW1 2HD,NW1  2HD,NW1 2HD,Jan-80,0,529423,182479,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135728,Postcode Level,51.526403,01/04/2018 09:47,"(51.526403, -0.135728)",1117312
NW1 2HE,NW1  2HE,NW1 2HE,Jan-80,1,529465,182532,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135129,Postcode Level,51.526868,01/04/2018 09:47,"(51.526868, -0.135129)",1117313
NW1 2HH,NW1  2HH,NW1 2HH,Jan-80,0,529431,182568,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135605,Postcode Level,51.527199,01/04/2018 09:47,"(51.527199, -0.135605)",1117314
NW1 2HJ,NW1  2HJ,NW1 2HJ,Jan-80,0,529438,182588,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135497,Postcode Level,51.527377,01/04/2018 09:47,"(51.527377, -0.135497)",1117315
NW1 2HL,NW1  2HL,NW1 2HL,Jan-80,0,529359,182552,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.136648,Postcode Level,51.527072,01/04/2018 09:47,"(51.527072, -0.136648)",1117316
NW1 2HN,NW1  2HN,NW1 2HN,Jan-80,0,529348,182570,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.1368,Postcode Level,51.527236,01/04/2018 09:47,"(51.527236, -0.1368)",1117317
